x,y
1.875,-0.03
1.876,-0.023
1.876,-0.023
1.876,-0.018
1.877,-0.02
1.877,-0.017
1.877,-0.018
1.877,-0.015
1.877,-0.015
1.878,-0.002
1.878,-0.002
1.878,0.005
1.879,0.005
1.879,0.015
1.879,0.017
1.879,0.033
1.879,0.033
1.88,0.043
1.88,0.043
1.88,0.037
1.881,0.038
1.881,0.032
1.881,0.028
1.881,0.032
1.881,0.028
1.882,0.015
1.882,0.015
1.882,0
1.883,0.002
1.883,-0.002
1.883,-0.002
1.883,-0.003
1.883,-0.003
1.884,0.002
1.884,0.002
1.884,0.008
1.885,0.007
1.885,-0.002
1.885,0
1.885,-0.005
1.885,-0.005
1.886,-0.012
1.886,-0.012
1.886,-0.01
1.887,-0.012
1.887,-0.008
1.887,-0.012
1.887,-0.007
1.887,-0.007
1.888,-0.01
1.888,-0.012
1.888,-0.008
1.889,-0.008
1.889,0.003
1.889,0.003
1.889,0.02
1.889,0.022
1.89,0.042
1.89,0.042
1.89,0.068
1.891,0.068
1.891,0.087
1.891,0.085
1.891,0.03
1.891,0.025
1.892,-0.07
1.892,-0.097
1.892,-0.072
1.893,-0.068
1.893,0.062
1.893,0.067
1.893,0.152
1.893,0.153
1.894,0.185
1.894,0.183
1.894,0.167
1.895,0.167
1.895,0.16
1.895,0.162
1.895,0.173
1.895,0.173
1.896,0.207
1.896,0.208
1.896,0.258
1.897,0.233
1.897,0.305
1.897,0.27
1.897,0.518
1.897,0.515
1.898,0.292
1.898,0.383
1.898,0.41
1.899,0.392
1.899,0.355
1.899,0.352
1.899,0.242
1.899,0.237
1.9,0.105
1.9,0.1
1.9,-0.005
1.901,-0.01
1.901,-0.082
1.901,-0.083
1.901,-0.123
1.901,-0.125
1.902,-0.132
1.902,-0.132
1.902,-0.125
1.903,-0.125
1.903,-0.118
1.903,-0.117
1.903,-0.103
1.903,-0.102
1.904,-0.088
1.904,-0.087
1.904,-0.072
1.905,-0.072
1.905,-0.053
1.905,-0.053
1.905,-0.04
1.905,-0.04
1.906,-0.057
1.906,-0.057
1.906,-0.082
1.907,-0.087
1.907,-0.055
1.907,-0.052
1.907,0.048
1.907,0.05
1.908,0.075
1.908,0.075
1.908,0.065
1.909,0.067
1.909,0.075
1.909,0.078
1.909,0.073
1.909,0.073
1.91,0.068
1.91,0.07
1.91,0.073
1.911,0.072
1.911,0.067
1.911,0.07
1.911,0.073
1.911,0.075
1.912,0.087
1.912,0.087
1.912,0.09
1.913,0.088
1.913,0.09
1.913,0.088
1.913,0.092
1.913,0.087
1.914,0.08
1.914,0.08
1.914,0.073
1.915,0.073
1.915,0.07
1.915,0.072
1.915,0.077
1.915,0.077
1.916,0.087
1.916,0.087
1.916,0.125
1.917,0.128
1.917,0.18
1.917,0.178
1.917,-0.015
1.917,-0.015
1.918,0.022
1.918,0.025
1.918,0.063
1.919,0.065
1.919,0.085
1.919,0.085
1.919,0.097
1.919,0.097
1.92,0.102
1.92,0.102
1.92,0.105
1.921,0.102
1.921,0.105
1.921,0.103
1.921,0.105
1.921,0.103
1.922,0.105
1.922,0.103
1.922,0.1
1.923,0.102
1.923,0.098
1.923,0.1
1.923,0.098
1.923,0.1
1.924,0.095
1.924,0.097
1.924,0.092
1.925,0.093
1.925,0.09
1.925,0.093
1.925,0.088
1.925,0.09
1.926,0.087
1.926,0.087
1.926,0.082
1.927,0.082
1.927,0.078
1.927,0.08
1.927,0.075
1.927,0.077
1.928,0.075
1.928,0.075
1.928,0.08
1.929,0.077
1.929,0.083
1.929,0.083
1.929,0.088
1.929,0.088
1.93,0.093
1.93,0.09
1.93,0.095
1.931,0.095
1.931,0.097
1.931,0.093
1.931,0.098
1.931,0.098
1.932,0.093
1.932,0.095
1.932,0.092
1.933,0.092
1.933,0.093
1.933,0.09
1.933,0.092
1.933,0.088
1.934,0.09
1.934,0.087
1.934,0.09
1.935,0.088
1.935,0.09
1.935,0.09
1.935,0.087
1.935,0.088
1.936,0.085
1.936,0.085
1.936,0.083
1.937,0.083
1.937,0.08
1.937,0.08
1.937,0.078
1.938,0.077
1.938,0.072
1.938,0.072
1.938,0.067
1.938,0.07
1.939,0.065
1.939,0.067
1.939,0.063
1.94,0.067
1.94,0.063
1.94,0.065
1.94,0.067
1.94,0.065
1.941,0.067
1.941,0.067
1.941,0.07
1.942,0.07
1.942,0.068
1.942,0.07
1.942,0.068
1.942,0.07
1.943,0.065
1.943,0.067
1.943,0.062
1.944,0.063
1.944,0.06
1.944,0.058
1.944,0.068
1.944,0.068
1.945,0.037
1.945,0.033
1.945,-0.03
1.946,-0.022
1.946,0.07
1.946,0.075
1.946,0.162
1.946,0.163
1.947,0.17
1.947,0.162
1.947,0.128
1.948,0.127
1.948,0.1
1.948,0.1
1.948,0.082
1.948,0.082
1.949,0.075
1.949,0.073
1.949,0.068
1.95,0.068
1.95,0.065
1.95,0.07
1.95,0.067
1.95,0.068
1.951,0.072
1.951,0.073
1.951,0.088
1.952,0.09
1.952,0.13
1.952,0.138
1.952,0.058
1.952,-0.003
1.953,0.308
1.953,0.548
1.953,0.215
1.954,0.397
1.954,-0.04
1.954,-0.057
1.954,-0.155
1.954,-0.18
1.955,-0.123
1.955,-0.12
1.955,-0.053
1.956,-0.052
1.956,-0.02
1.956,-0.02
1.956,-0.005
1.956,-0.005
1.957,0.007
1.957,0.007
1.957,0.012
1.958,0.012
1.958,0.008
1.958,0.012
1.958,0.013
1.958,0.012
1.959,0.01
1.959,0.012
1.959,0.008
1.96,0.008
1.96,0.012
1.96,0.01
1.96,0.017
1.96,0.017
1.961,0.023
1.961,0.022
1.961,0.027
1.962,0.027
1.962,0.035
1.962,0.035
1.962,0.047
1.962,0.047
1.963,0.052
1.963,0.05
1.963,0.055
1.964,0.055
1.964,0.062
1.964,0.06
1.964,0.047
1.964,0.047
1.965,0.028
1.965,0.027
1.965,0.008
1.966,0.007
1.966,-0.003
1.966,-0.007
1.966,-0.003
1.966,-0.005
1.967,0.002
1.967,0.003
1.967,0.008
1.968,0.01
1.968,0.017
1.968,0.017
1.968,0.023
1.968,0.023
1.969,0.022
1.969,0.022
1.969,0.023
1.97,0.023
1.97,0.027
1.97,0.027
1.97,0.032
1.97,0.03
1.971,0.033
1.971,0.03
1.971,0.028
1.972,0.028
1.972,0.027
1.972,0.027
1.972,0.023
1.972,0.025
1.973,0.028
1.973,0.027
1.973,0.03
1.974,0.027
1.974,0.032
1.974,0.028
1.974,0.025
1.974,0.025
1.975,0.018
1.975,0.018
1.975,0.013
1.976,0.015
1.976,0.01
1.976,0.012
1.976,0.015
1.976,0.017
1.977,0.023
1.977,0.023
1.977,0.03
1.978,0.03
1.978,0.037
1.978,0.037
1.978,0.04
1.978,0.037
1.979,0.04
1.979,0.038
1.979,0.037
1.98,0.035
1.98,0.028
1.98,0.028
1.98,0.032
1.98,0.028
1.981,0.033
1.981,0.033
1.981,0.035
1.982,0.037
1.982,0.032
1.982,0.032
1.982,0.023
1.982,0.022
1.983,0.015
1.983,0.015
1.983,0.003
1.984,0.005
1.984,-0.002
1.984,-0.002
1.984,0.002
1.984,0
1.985,0.008
1.985,0.008
1.985,0.013
1.986,0.013
1.986,0.018
1.986,0.022
1.986,0.017
1.986,0.018
1.987,-0.002
1.987,-0.003
1.987,-0.075
1.988,-0.08
1.988,-0.145
1.988,-0.143
1.988,-0.065
1.988,-0.058
1.989,0.047
1.989,0.05
1.989,0.118
1.99,0.122
1.99,0.107
1.99,0.105
1.99,0.065
1.99,0.063
1.991,0.033
1.991,0.032
1.991,0.018
1.992,0.018
1.992,0.017
1.992,0.018
1.992,0.015
1.992,0.017
1.993,0.02
1.993,0.02
1.993,0.015
1.994,0.013
1.994,0
1.994,0
1.994,-0.007
1.994,-0.007
1.995,-0.01
1.995,-0.01
1.995,-0.008
1.996,-0.012
1.996,-0.008
1.996,-0.01
1.996,-0.013
1.996,-0.013
1.997,-0.008
1.997,-0.008
1.997,-0.002
1.998,-0.002
1.998,0.003
1.998,0.003
1.998,-0.007
1.998,-0.008
1.999,-0.03
1.999,-0.03
1.999,-0.055
2,-0.057
2,-0.073
2,-0.077
2,-0.068
2.001,-0.067
2.001,-0.043
2.001,-0.043
2.001,-0.017
2.002,0.1
2.002,-0.015
2.002,-0.002
2.002,0
2.002,0.01
2.003,0.01
2.003,0.027
2.003,0.027
2.003,0.02
2.004,0.02
2.004,-0.017
2.004,-0.018
2.005,-0.077
2.005,-0.078
2.005,-0.097
2.005,-0.093
2.006,-0.008
2.006,-0.003
2.006,0.058
2.006,0.06
2.006,0.043
2.007,0.043
2.007,0.032
2.007,0.032
2.007,0.012
2.008,0.012
2.008,-0.008
2.008,-0.008
2.009,-0.015
2.009,-0.015
2.009,-0.023
2.009,-0.023
2.01,-0.018
2.01,-0.017
2.01,-0.008
2.01,-0.007
2.01,0.003
2.011,0.005
2.011,0.023
2.011,0.025
2.011,0.05
2.012,0.052
2.012,0.092
2.012,0.095
2.013,0.163
2.013,0.135
2.013,0.172
2.013,0.157
2.014,-0.007
2.014,0
2.014,0.35
2.014,0.435
2.014,0.362
2.015,0.362
2.015,0.32
2.015,0.31
2.015,0.022
2.016,0.017
2.016,-0.065
2.016,-0.068
2.017,-0.135
2.017,-0.138
2.017,-0.185
2.017,-0.185
2.018,-0.215
2.018,-0.217
2.018,-0.228
2.018,-0.23
2.018,-0.227
2.019,-0.228
2.019,-0.218
2.019,-0.218
2.019,-0.207
2.02,-0.207
2.02,-0.192
2.02,-0.192
2.021,-0.177
2.021,-0.177
2.021,-0.162
2.021,-0.162
2.022,-0.15
2.022,-0.15
2.022,-0.133
2.022,-0.133
2.022,-0.118
2.023,-0.12
2.023,-0.107
2.023,-0.107
2.023,-0.1
2.024,-0.1
2.024,-0.097
2.024,-0.098
2.025,-0.097
2.025,-0.098
2.025,-0.095
2.025,-0.097
2.026,-0.092
2.026,-0.093
2.026,-0.088
2.026,-0.087
2.026,-0.08
2.027,-0.078
2.027,-0.082
2.027,-0.08
2.027,-0.083
2.028,-0.08
2.028,-0.075
2.028,-0.077
2.029,-0.08
2.029,-0.08
2.029,-0.092
2.029,-0.093
2.03,-0.1
2.03,-0.097
2.03,-0.075
2.03,-0.073
2.03,-0.045
2.031,-0.043
2.031,-0.01
2.031,-0.008
2.031,0.007
2.032,0.007
2.032,-0.005
2.032,-0.007
2.033,-0.03
2.033,-0.03
2.033,-0.04
2.033,-0.04
2.034,-0.042
2.034,-0.042
2.034,-0.038
2.034,-0.04
2.034,-0.033
2.035,-0.033
2.035,-0.028
2.035,-0.028
2.035,-0.022
2.036,-0.023
2.036,-0.015
2.036,-0.015
2.037,-0.008
2.037,-0.008
2.037,0
2.037,0
2.038,0.023
2.038,0.025
2.038,0.052
2.038,0.055
2.038,-0.047
2.039,-0.053
2.039,0.338
2.039,0.272
2.039,-0.007
2.04,0.188
2.04,-0.322
2.04,-0.31
2.041,-0.347
2.041,-0.307
2.041,-0.127
2.041,-0.12
2.042,-0.058
2.042,-0.053
2.042,-0.062
2.042,-0.062
2.042,-0.07
2.043,-0.072
2.043,-0.067
2.043,-0.067
2.043,-0.057
2.044,-0.058
2.044,-0.052
2.044,-0.048
2.045,-0.052
2.045,-0.048
2.045,-0.045
2.045,-0.047
2.046,-0.042
2.046,-0.042
2.046,-0.038
2.046,-0.038
2.046,-0.035
2.047,-0.037
2.047,-0.033
2.047,-0.035
2.047,-0.03
2.048,-0.03
2.048,-0.027
2.048,-0.027
2.049,-0.033
2.049,-0.033
2.049,-0.038
2.049,-0.038
2.05,-0.047
2.05,-0.045
2.05,-0.05
2.05,-0.05
2.05,-0.055
2.051,-0.055
2.051,-0.06
2.051,-0.058
2.051,-0.062
2.052,-0.06
2.052,-0.063
2.052,-0.062
2.053,-0.057
2.053,-0.057
2.053,-0.048
2.053,-0.047
2.054,-0.038
2.054,-0.038
2.054,-0.042
2.054,-0.04
2.054,-0.035
2.055,-0.038
2.055,-0.035
2.055,-0.035
2.055,-0.032
2.056,-0.032
2.056,-0.03
2.056,-0.03
2.057,-0.037
2.057,-0.035
2.057,-0.042
2.057,-0.042
2.058,-0.055
2.058,-0.055
2.058,-0.065
2.058,-0.065
2.058,-0.077
2.059,-0.077
2.059,-0.082
2.059,-0.082
2.059,-0.078
2.06,-0.078
2.06,-0.072
2.06,-0.07
2.061,-0.055
2.061,-0.055
2.061,-0.05
2.061,-0.05
2.062,-0.047
2.062,-0.048
2.062,-0.045
2.062,-0.047
2.062,-0.05
2.063,-0.048
2.063,-0.045
2.063,-0.048
2.063,-0.035
2.064,-0.035
2.064,-0.025
2.064,-0.028
2.064,-0.092
2.065,-0.095
2.065,-0.182
2.065,-0.182
2.066,-0.148
2.066,-0.145
2.066,-0.023
2.066,-0.02
2.067,0.058
2.067,0.06
2.067,0.067
2.067,0.062
2.067,0.028
2.068,0.027
2.068,0.003
2.068,0.002
2.068,-0.008
2.069,-0.008
2.069,-0.012
2.069,-0.008
2.07,-0.007
2.07,-0.008
2.07,-0.012
2.07,-0.008
2.071,-0.012
2.071,-0.01
2.071,-0.015
2.071,-0.013
2.071,-0.018
2.072,-0.017
2.072,-0.023
2.072,-0.022
2.072,-0.027
2.073,-0.025
2.073,-0.028
2.073,-0.028
2.074,-0.027
2.074,-0.027
2.074,-0.028
2.074,-0.028
2.075,-0.032
2.075,-0.03
2.075,-0.035
2.075,-0.035
2.075,-0.04
2.076,-0.04
2.076,-0.045
2.076,-0.043
2.076,-0.047
2.077,-0.045
2.077,-0.048
2.077,-0.045
2.078,-0.052
2.078,-0.053
2.078,-0.05
2.078,-0.048
2.079,-0.052
2.079,-0.052
2.079,-0.047
2.079,-0.048
2.079,-0.045
2.08,-0.045
2.08,-0.037
2.08,-0.038
2.08,-0.032
2.081,-0.03
2.081,-0.025
2.081,-0.023
2.082,-0.018
2.082,-0.02
2.082,-0.023
2.082,-0.025
2.083,-0.027
2.083,-0.025
2.083,-0.028
2.083,-0.028
2.083,-0.025
2.084,-0.023
2.084,-0.02
2.084,-0.02
2.084,-0.017
2.085,-0.015
2.085,-0.012
2.085,-0.015
2.086,-0.01
2.086,-0.01
2.086,-0.015
2.086,-0.015
2.087,-0.012
2.087,-0.012
2.087,-0.015
2.087,-0.013
2.087,-0.02
2.088,-0.017
2.088,-0.023
2.088,-0.023
2.088,-0.027
2.089,-0.028
2.089,-0.025
2.089,-0.025
2.09,-0.03
2.09,-0.028
2.09,-0.03
2.09,-0.03
2.091,-0.028
2.091,-0.028
2.091,-0.025
2.091,-0.025
2.091,-0.022
2.092,-0.022
2.092,-0.012
2.092,-0.012
2.092,-0.002
2.093,-0.003
2.093,0.003
2.093,0.003
2.094,0.007
2.094,0.007
2.094,0.002
2.094,0.003
2.095,-0.002
2.095,0
2.095,-0.003
2.095,0
2.095,0.002
2.096,0.002
2.096,0.007
2.096,0.005
2.096,0.008
2.097,0.008
2.097,0.005
2.097,0.007
2.098,0.008
2.098,0.008
2.098,0.005
2.098,0.007
2.099,0.008
2.099,0.008
2.099,0.01
2.099,0.01
2.099,0.007
2.1,0.008
2.1,0.005
2.1,0.007
2.1,0.005
2.101,0.007
2.101,0.008
2.101,0.008
2.102,0.012
2.102,0.013
2.102,0.01
2.102,0.015
2.103,0.018
2.103,0.018
2.103,0.027
2.103,0.027
2.103,0.028
2.104,0.03
2.104,0.033
2.104,0.032
2.104,0.023
2.105,0.022
2.105,0.003
2.105,0.003
2.106,-0.01
2.106,-0.012
2.106,-0.008
2.106,-0.01
2.107,0.002
2.107,0.003
2.107,0.022
2.107,0.023
2.107,0.038
2.108,0.038
2.108,0.042
2.108,0.04
2.108,0.018
2.109,0.018
2.109,-0.002
2.109,-0.002
2.11,-0.012
2.11,-0.013
2.11,-0.005
2.11,-0.005
2.111,0.007
2.111,0.007
2.111,0.008
2.111,0.008
2.111,0.01
2.112,0.012
2.112,0.02
2.112,0.02
2.112,0.035
2.113,0.035
2.113,0.052
2.113,0.053
2.114,0.045
2.114,0.045
2.114,0.003
2.114,0
2.115,-0.06
2.115,-0.062
2.115,-0.078
2.115,-0.068
2.115,0.015
2.116,0.018
2.116,0.053
2.116,0.052
2.116,0.043
2.117,0.04
2.117,0.06
2.117,0.062
2.118,0.068
2.118,0.067
2.118,0.052
2.118,0.053
2.119,0.058
2.119,0.058
2.119,0.063
2.119,0.063
2.119,0.07
2.12,0.07
2.12,0.062
2.12,0.06
2.12,0.048
2.121,0.047
2.121,0.05
2.121,0.05
2.122,0.067
2.122,0.068
2.122,0.08
2.122,0.08
2.123,0.095
2.123,0.095
2.123,0.1
2.123,0.1
2.123,0.088
2.124,0.088
2.124,0.078
2.124,0.082
2.124,0.087
2.125,0.087
2.125,0.103
2.125,0.103
2.126,0.13
2.126,0.132
2.126,0.167
2.126,0.168
2.127,0.235
2.127,0.262
2.127,0.093
2.127,0.082
2.127,0.122
2.128,0.125
2.128,0.19
2.128,0.192
2.128,0.273
2.129,0.262
2.129,0.332
2.129,0.33
2.13,0.2
2.13,0.207
2.13,0.4
2.13,0.3
2.131,0.372
2.131,0.372
2.131,0.388
2.131,0.387
2.131,0.35
2.132,0.348
2.132,0.28
2.132,0.277
2.132,0.113
2.133,0.053
2.133,0.358
2.133,0.397
2.134,0.06
2.134,0.302
2.134,-0.11
2.134,-0.125
2.135,-0.26
2.135,-0.262
2.135,-0.178
2.135,-0.175
2.135,-0.103
2.136,-0.102
2.136,-0.065
2.136,-0.063
2.136,-0.033
2.137,-0.032
2.137,-0.007
2.137,-0.005
2.138,0.022
2.138,0.022
2.138,0.047
2.138,0.047
2.139,0.062
2.139,0.062
2.139,0.077
2.139,0.078
2.139,0.087
2.14,0.087
2.14,0.088
2.14,0.085
2.14,0.088
2.141,0.088
2.141,0.1
2.141,0.1
2.142,0.113
2.142,0.113
2.142,0.127
2.142,0.128
2.143,0.138
2.143,0.142
2.143,0.123
2.143,0.122
2.143,0.05
2.144,0.043
2.144,-0.02
2.144,-0.018
2.144,0.055
2.145,0.062
2.145,0.158
2.145,0.162
2.146,0.218
2.146,0.225
2.146,0.188
2.146,0.183
2.147,0.068
2.147,0.065
2.147,0.112
2.147,0.115
2.147,0.195
2.148,0.198
2.148,0.212
2.148,0.208
2.148,0.178
2.149,0.177
2.149,0.153
2.149,0.152
2.15,0.145
2.15,0.147
2.15,0.143
2.15,0.145
2.151,0.137
2.151,0.137
2.151,0.123
2.151,0.123
2.151,0.107
2.152,0.107
2.152,0.097
2.152,0.095
2.152,0.09
2.153,0.092
2.153,0.093
2.153,0.09
2.154,0.093
2.154,0.093
2.154,0.09
2.154,0.09
2.155,0.088
2.155,0.09
2.155,0.087
2.155,0.088
2.155,0.083
2.156,0.083
2.156,0.073
2.156,0.075
2.156,0.07
2.157,0.07
2.157,0.073
2.157,0.07
2.158,0.065
2.158,0.065
2.158,0.052
2.158,0.052
2.159,0.038
2.159,0.04
2.159,0.027
2.159,0.027
2.159,0.017
2.16,0.015
2.16,0.007
2.16,0.007
2.16,-0.003
2.161,-0.003
2.161,-0.017
2.161,-0.017
2.162,-0.028
2.162,-0.027
2.162,-0.035
2.162,-0.033
2.163,-0.042
2.163,-0.042
2.163,-0.05
2.163,-0.05
2.163,-0.055
2.164,-0.053
2.164,-0.055
2.164,-0.053
2.164,-0.058
2.165,-0.058
2.165,-0.062
2.165,-0.063
2.166,-0.058
2.166,-0.058
2.166,-0.057
2.166,-0.058
2.167,-0.053
2.167,-0.053
2.167,-0.05
2.167,-0.052
2.167,-0.048
2.168,-0.048
2.168,-0.045
2.168,-0.047
2.168,-0.043
2.169,-0.045
2.169,-0.042
2.169,-0.043
2.17,-0.045
2.17,-0.043
2.17,-0.045
2.17,-0.045
2.171,-0.047
2.171,-0.045
2.171,-0.038
2.171,-0.04
2.171,-0.028
2.172,-0.028
2.172,-0.017
2.172,-0.017
2.172,-0.008
2.173,-0.008
2.173,-0.005
2.173,-0.007
2.174,-0.01
2.174,-0.012
2.174,-0.013
2.174,-0.013
2.175,-0.018
2.175,-0.017
2.175,-0.022
2.175,-0.022
2.175,-0.023
2.176,-0.025
2.176,-0.028
2.176,-0.027
2.176,-0.03
2.177,-0.03
2.177,-0.032
2.177,-0.033
2.178,-0.027
2.178,-0.03
2.178,-0.022
2.178,-0.02
2.179,-0.013
2.179,-0.015
2.179,-0.017
2.179,-0.015
2.179,-0.01
2.18,-0.01
2.18,-0.008
2.18,-0.008
2.18,-0.005
2.181,-0.007
2.181,-0.015
2.181,-0.015
2.182,-0.01
2.182,-0.008
2.182,0
2.182,0
2.183,0.01
2.183,0.01
2.183,0.025
2.183,0.025
2.183,0.047
2.184,0.047
2.184,0.067
2.184,0.067
2.184,0.078
2.185,0.078
2.185,0.087
2.185,0.087
2.186,0.088
2.186,0.087
2.186,0.073
2.186,0.073
2.187,0.06
2.187,0.058
2.187,0.053
2.187,0.055
2.188,0.052
2.188,0.055
2.188,0.062
2.188,0.063
2.188,0.06
2.189,0.062
2.189,0.05
2.189,0.048
2.189,0.03
2.19,0.03
2.19,0.008
2.19,0.007
2.191,0.002
2.191,0.003
2.191,0.005
2.191,0.007
2.192,0.015
2.192,0.015
2.192,0.025
2.192,0.025
2.192,0.023
2.193,0.023
2.193,0.028
2.193,0.028
2.193,0.025
2.194,0.025
2.194,0.028
2.194,0.03
2.195,0.04
2.195,0.04
2.195,0.045
2.195,0.043
2.196,0.048
2.196,0.047
2.196,0.05
2.196,0.048
2.196,0.04
2.197,0.04
2.197,0.033
2.197,0.033
2.197,0.028
2.198,0.028
2.198,0.02
2.198,0.02
2.199,0.018
2.199,0.018
2.199,0.022
2.199,0.018
2.2,0.017
2.2,0.017
2.2,0.025
2.2,0.027
2.2,0.03
2.201,0.032
2.201,0.022
2.201,0.02
2.201,0.015
2.202,0.015
2.202,0.008
2.202,0.01
2.203,0.002
2.203,0
2.203,-0.04
2.203,-0.042
2.204,-0.08
2.204,-0.085
2.204,-0.047
2.204,-0.043
2.204,-0.007
2.205,-0.007
2.205,-0.022
2.205,-0.025
2.205,-0.015
2.206,-0.015
2.206,0.007
2.206,0.007
2.207,0.013
2.207,0.013
2.207,0.007
2.207,0.005
2.208,-0.007
2.208,-0.007
2.208,-0.01
2.208,-0.012
2.208,-0.017
2.209,-0.017
2.209,-0.025
2.209,-0.027
2.209,-0.04
2.21,-0.04
2.21,-0.048
2.21,-0.048
2.211,-0.052
2.211,-0.052
2.211,-0.055
2.211,-0.052
2.212,-0.055
2.212,-0.055
2.212,-0.05
2.212,-0.052
2.212,-0.05
2.213,-0.05
2.213,-0.052
2.213,-0.052
2.213,-0.047
2.214,-0.05
2.214,-0.048
2.214,-0.052
2.215,-0.048
2.215,-0.05
2.215,-0.055
2.215,-0.053
2.216,-0.057
2.216,-0.057
2.216,-0.053
2.216,-0.055
2.216,-0.048
2.217,-0.05
2.217,-0.042
2.217,-0.042
2.217,-0.05
2.218,-0.048
2.218,-0.06
2.218,-0.06
2.219,-0.067
2.219,-0.065
2.219,-0.063
2.219,-0.063
2.22,-0.06
2.22,-0.06
2.22,-0.065
2.22,-0.062
2.22,-0.067
2.221,-0.067
2.221,-0.075
2.221,-0.073
2.221,-0.077
2.222,-0.077
2.222,-0.082
2.222,-0.08
2.223,-0.065
2.223,-0.065
2.223,-0.047
2.223,-0.045
2.224,-0.005
2.224,-0.003
2.224,0.105
2.224,0.142
2.224,0
2.225,-0.148
2.225,0.015
2.225,0.123
2.225,-0.062
2.226,0.193
2.226,-0.063
2.226,-0.097
2.227,-0.252
2.227,-0.265
2.227,-0.183
2.227,-0.18
2.228,-0.123
2.228,-0.122
2.228,-0.092
2.228,-0.092
2.228,-0.072
2.229,-0.072
2.229,-0.058
2.229,-0.057
2.229,-0.047
2.23,-0.047
2.23,-0.038
2.23,-0.038
2.231,-0.03
2.231,-0.03
2.231,-0.015
2.231,-0.013
2.232,0.01
2.232,0.01
2.232,0.047
2.232,0.05
2.232,0.112
2.233,0.102
2.233,0.16
2.233,0.132
2.233,-0.045
2.234,-0.028
2.234,0.032
2.234,-0.003
2.235,0.057
2.235,0.057
2.235,0.075
2.235,0.072
2.236,0.03
2.236,0.028
2.236,-0.042
2.236,-0.045
2.236,-0.097
2.237,-0.098
2.237,-0.138
2.237,-0.14
2.237,-0.157
2.238,-0.158
2.238,-0.167
2.238,-0.167
2.239,-0.163
2.239,-0.163
2.239,-0.158
2.239,-0.158
2.24,-0.143
2.24,-0.143
2.24,-0.137
2.24,-0.145
2.24,-0.188
2.241,-0.192
2.241,-0.255
2.241,-0.253
2.241,-0.187
2.242,-0.182
2.242,-0.073
2.242,-0.07
2.243,-0.002
2.243,0.002
2.243,-0.005
2.243,-0.007
2.244,-0.037
2.244,-0.038
2.244,-0.065
2.244,-0.067
2.244,-0.087
2.245,-0.087
2.245,-0.093
2.245,-0.092
2.245,-0.095
2.246,-0.092
2.246,-0.097
2.246,-0.093
2.247,-0.097
2.247,-0.095
2.247,-0.105
2.247,-0.105
2.248,-0.11
2.248,-0.115
2.248,-0.108
2.248,-0.105
2.248,-0.133
2.249,-0.137
2.249,-0.197
2.249,-0.19
2.249,-0.097
2.25,-0.092
2.25,0.008
2.25,0.012
2.251,0.028
2.251,0.027
2.251,0.012
2.251,0.01
2.252,-0.007
2.252,0.1
2.252,-0.007
2.252,-0.02
2.252,-0.02
2.253,-0.025
2.253,-0.025
2.253,-0.022
2.253,-0.025
2.254,-0.02
2.254,-0.022
2.254,-0.013
2.255,-0.013
2.255,-0.008
2.255,-0.01
2.255,-0.005
2.256,-0.007
2.256,-0.005
2.256,-0.007
2.256,-0.013
2.256,-0.013
2.257,-0.018
2.257,-0.017
2.257,-0.02
2.257,-0.018
2.258,-0.022
2.258,-0.02
2.258,-0.025
2.259,-0.023
2.259,-0.028
2.259,-0.027
2.259,-0.022
2.26,-0.022
2.26,-0.018
2.26,-0.02
2.26,-0.022
2.26,-0.025
2.261,-0.022
2.261,-0.027
2.261,-0.037
2.261,-0.038
2.262,-0.057
2.262,-0.057
2.262,-0.065
2.263,-0.067
2.263,-0.062
2.263,-0.062
2.263,-0.052
2.264,-0.05
2.264,-0.045
2.264,-0.045
2.264,-0.037
2.264,-0.037
2.265,-0.033
2.265,-0.033
2.265,-0.03
2.265,-0.03
2.266,-0.023
2.266,-0.023
2.266,-0.02
2.267,-0.02
2.267,-0.027
2.267,-0.025
2.267,-0.022
2.268,-0.022
2.268,-0.018
2.268,-0.018
2.268,-0.013
2.268,-0.013
2.269,-0.01
2.269,-0.01
2.269,-0.015
2.269,-0.013
2.27,-0.017
2.27,-0.015
2.27,-0.02
2.271,-0.018
2.271,-0.022
2.271,-0.022
2.271,-0.017
2.272,-0.018
2.272,-0.015
2.272,-0.017
2.272,-0.02
2.272,-0.018
2.273,-0.027
2.273,-0.028
2.273,-0.035
2.273,-0.035
2.274,-0.04
2.274,-0.04
2.274,-0.035
2.275,-0.037
2.275,-0.032
2.275,-0.033
2.275,-0.03
2.276,-0.028
2.276,-0.027
2.276,-0.027
2.276,-0.032
2.276,-0.03
2.277,-0.035
2.277,-0.035
2.277,-0.032
2.277,-0.032
2.278,-0.028
2.278,-0.027
2.278,-0.03
2.279,-0.027
2.279,-0.03
2.279,-0.03
2.279,-0.033
2.28,-0.033
2.28,-0.038
2.28,-0.038
2.28,-0.042
2.28,-0.043
2.281,-0.038
2.281,-0.037
2.281,-0.028
2.281,-0.028
2.282,-0.017
2.282,-0.017
2.282,-0.008
2.283,-0.008
2.283,-0.015
2.283,-0.015
2.283,-0.022
2.284,-0.02
2.284,-0.025
2.284,-0.027
2.284,-0.028
2.284,-0.027
2.285,-0.03
2.285,-0.028
2.285,-0.03
2.285,-0.03
2.286,-0.035
2.286,-0.035
2.286,-0.04
2.287,-0.04
2.287,-0.038
2.287,-0.04
2.287,-0.033
